TOPS        GAS_DEN    Group Index   Group Description     
479.00000   14.69521   4             02.Jan 2027 - 00:00:00
479.50000   14.69558   4             02.Jan 2027 - 00:00:00
480.00000   14.69594   4             02.Jan 2027 - 00:00:00
480.50000   14.69631   4             02.Jan 2027 - 00:00:00
481.00000   14.69667   4             02.Jan 2027 - 00:00:00
481.50000   14.69703   4             02.Jan 2027 - 00:00:00
482.00000   14.69739   4             02.Jan 2027 - 00:00:00
482.50000   14.69774   4             02.Jan 2027 - 00:00:00
483.00000   14.69809   4             02.Jan 2027 - 00:00:00
483.50000   14.69844   4             02.Jan 2027 - 00:00:00
484.00000   14.69879   4             02.Jan 2027 - 00:00:00
484.50000   14.69913   4             02.Jan 2027 - 00:00:00
485.00000   14.69948   4             02.Jan 2027 - 00:00:00
485.50000   14.69982   4             02.Jan 2027 - 00:00:00
486.00000   14.70015   4             02.Jan 2027 - 00:00:00
486.50000   14.70049   4             02.Jan 2027 - 00:00:00
487.00000   14.70082   4             02.Jan 2027 - 00:00:00
487.50000   14.70115   4             02.Jan 2027 - 00:00:00
488.00000   14.70148   4             02.Jan 2027 - 00:00:00
488.50000   14.70180   4             02.Jan 2027 - 00:00:00
489.00000   14.70212   4             02.Jan 2027 - 00:00:00
489.50000   14.70244   4             02.Jan 2027 - 00:00:00
490.00000   14.70275   4             02.Jan 2027 - 00:00:00
490.50000   14.70307   4             02.Jan 2027 - 00:00:00
491.00000   14.70338   4             02.Jan 2027 - 00:00:00
491.50000   14.70368   4             02.Jan 2027 - 00:00:00
492.00000   14.70399   4             02.Jan 2027 - 00:00:00
492.50000   14.70429   4             02.Jan 2027 - 00:00:00
493.00000   14.70459   4             02.Jan 2027 - 00:00:00
493.50000   14.70488   4             02.Jan 2027 - 00:00:00
494.00000   14.70518   4             02.Jan 2027 - 00:00:00
494.50000   14.70547   4             02.Jan 2027 - 00:00:00
495.00000   14.70575   4             02.Jan 2027 - 00:00:00
495.50000   14.70604   4             02.Jan 2027 - 00:00:00
496.00000   14.70632   4             02.Jan 2027 - 00:00:00
496.50000   14.70660   4             02.Jan 2027 - 00:00:00
497.00000   14.70687   4             02.Jan 2027 - 00:00:00
497.50000   14.70715   4             02.Jan 2027 - 00:00:00
498.00000   14.70742   4             02.Jan 2027 - 00:00:00
498.50000   14.70769   4             02.Jan 2027 - 00:00:00
499.00000   14.70795   4             02.Jan 2027 - 00:00:00
499.50000   14.70821   4             02.Jan 2027 - 00:00:00

